Event;Date;Place;Fighter;KD;STR;TD;SUB;WEIGHT.CLASS;METHOD;ROUND;TIME;RESULT
UFC Fight Night: Gaethje vs. Vick;"Date:
      
      August 25, 2018";"Location:
      

      Lincoln, Nebraska, USA";George Sullivan;0;0;0;0;Welterweight;"SUB

      

        Rear Naked Choke";1;1:09;lose
UFC Fight Night: Gaethje vs. Vick;"Date:
      
      August 25, 2018";"Location:
      

      Lincoln, Nebraska, USA";Joanne Wood;0;5;0;2;Women's Flyweight;"SUB

      

        Armbar";1;4:57;win
UFC Fight Night: Gaethje vs. Vick;"Date:
      
      August 25, 2018";"Location:
      

      Lincoln, Nebraska, USA";Kalindra Faria;0;13;1;0;Women's Flyweight;"SUB

      

        Armbar";1;4:57;lose
UFC Fight Night: Gaethje vs. Vick;"Date:
      
      August 25, 2018";"Location:
      

      Lincoln, Nebraska, USA";Drew Dober;0;60;2;0;Lightweight;U-DEC;3;5:00;win
UFC Fight Night: Gaethje vs. Vick;"Date:
      
      August 25, 2018";"Location:
      

      Lincoln, Nebraska, USA";Jon Tuck;0;33;0;1;Lightweight;U-DEC;3;5:00;lose
UFC Fight Night: Gaethje vs. Vick;"Date:
      
      August 25, 2018";"Location:
      

      Lincoln, Nebraska, USA";Rani Yahya;0;4;0;2;Bantamweight;"SUB

      

        Heel Hook";1;1:31;win
UFC Fight Night: Gaethje vs. Vick;"Date:
      
      August 25, 2018";"Location:
      

      Lincoln, Nebraska, USA";Luke Sanders;0;2;0;0;Bantamweight;"SUB

      

        Heel Hook";1;1:31;lose
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";TJ Dillashaw;2;45;0;0;Bantamweight;"KO/TKO

      

        Punches";1;4:10;win
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Cody Garbrandt;0;17;0;0;Bantamweight;"KO/TKO

      

        Punches";1;4:10;lose
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Henry Cejudo;0;51;3;0;Flyweight;S-DEC;5;5:00;win
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Demetrious Johnson;0;81;1;0;Flyweight;S-DEC;5;5:00;lose
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Renato Moicano;1;17;1;1;Featherweight;"SUB

      

        Rear Naked Choke";1;4:15;win
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Cub Swanson;0;20;0;0;Featherweight;"SUB

      

        Rear Naked Choke";1;4:15;lose
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";JJ Aldrich;0;40;0;0;Women's Strawweight;U-DEC;3;5:00;win
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Polyana Viana;0;46;1;0;Women's Strawweight;U-DEC;3;5:00;lose
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Thiago Santos;0;69;3;1;Middleweight;U-DEC;3;5:00;win
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Kevin Holland;0;31;0;1;Middleweight;U-DEC;3;5:00;lose
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Pedro Munhoz;3;117;0;1;Bantamweight;U-DEC;3;5:00;win
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Brett Johns;0;73;0;0;Bantamweight;U-DEC;3;5:00;lose
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Ricky Simon;0;25;7;0;Bantamweight;U-DEC;3;5:00;win
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Montel Jackson;0;42;2;0;Bantamweight;U-DEC;3;5:00;lose
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Ricardo Ramos;0;54;1;1;Bantamweight;S-DEC;3;5:00;win
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Kyung Ho Kang;0;65;1;0;Bantamweight;S-DEC;3;5:00;lose
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Sheymon Moraes;0;73;0;0;Featherweight;U-DEC;3;5:00;win
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Matt Sayles;0;77;0;0;Featherweight;U-DEC;3;5:00;lose
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Alex Perez;1;84;0;0;Flyweight;"KO/TKO

      

        Punches";1;3:46;win
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Jose Torres;0;29;0;0;Flyweight;"KO/TKO

      

        Punches";1;3:46;lose
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Zhang Weili;0;77;1;0;Women's Strawweight;U-DEC;3;5:00;win
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Danielle Taylor;0;34;0;1;Women's Strawweight;U-DEC;3;5:00;lose
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Marlon Vera;1;45;1;0;Bantamweight;"KO/TKO

      

        Punch";2;4:53;win
UFC 227: Dillashaw vs. Garbrandt 2;"Date:
      
      August 04, 2018";"Location:
      

      Los Angeles, California, USA";Wulijiburen;0;31;2;0;Bantamweight;"KO/TKO

      

        Punch";2;4:53;lose
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Dustin Poirier;1;54;0;2;Lightweight;"KO/TKO

      

        Punches";2;4:05;win
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Eddie Alvarez;0;26;0;1;Lightweight;"KO/TKO

      

        Punches";2;4:05;lose
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Jose Aldo;1;29;0;0;Featherweight;"KO/TKO

      

        Punches";1;4:19;win
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Jeremy Stephens;0;20;0;0;Featherweight;"KO/TKO

      

        Punches";1;4:19;lose
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Joanna Jedrzejczyk;0;62;0;0;Women's Strawweight;U-DEC;3;5:00;win
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Tecia Pennington;0;33;0;0;Women's Strawweight;U-DEC;3;5:00;lose
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Alexander Hernandez;0;39;4;0;Lightweight;U-DEC;3;5:00;win
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Olivier Aubin-Mercier;0;19;2;1;Lightweight;U-DEC;3;5:00;lose
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Jordan Mein;0;14;3;0;Welterweight;U-DEC;3;5:00;win
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Alex Morono;0;20;0;1;Welterweight;U-DEC;3;5:00;lose
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Hakeem Dawodu;0;75;0;0;Featherweight;U-DEC;3;5:00;win
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Austin Arnett;0;23;0;0;Featherweight;U-DEC;3;5:00;lose
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Islam Makhachev;0;7;1;1;Lightweight;"SUB

      

        Armbar";1;4:43;win
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Kajan Johnson;0;7;0;0;Lightweight;"SUB

      

        Armbar";1;4:43;lose
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Ion Cutelaba;0;40;0;0;Light Heavyweight;"KO/TKO

      

        Elbows";1;4:25;win
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Gadzhimurad Antigulov;0;12;3;0;Light Heavyweight;"KO/TKO

      

        Elbows";1;4:25;lose
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";John Makdessi;0;131;0;0;Lightweight;U-DEC;3;5:00;win
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Ross Pearson;0;79;0;0;Lightweight;U-DEC;3;5:00;lose
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Katlyn Cerminara;0;62;0;0;Women's Flyweight;U-DEC;3;5:00;win
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Alexis Davis;0;70;1;0;Women's Flyweight;U-DEC;3;5:00;lose
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Dustin Ortiz;1;8;0;0;Flyweight;"KO/TKO

      

        Kick";1;3:49;win
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Matheus Nicolau;0;7;0;0;Flyweight;"KO/TKO

      

        Kick";1;3:49;lose
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Nina Nunes;0;49;0;0;Women's Strawweight;U-DEC;3;5:00;win
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Randa Markos;0;23;1;0;Women's Strawweight;U-DEC;3;5:00;lose
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Devin Powell;1;12;0;0;Lightweight;"KO/TKO

      

        Kicks";1;1:52;win
UFC Fight Night: Alvarez vs. Poirier 2;"Date:
      
      July 28, 2018";"Location:
      

      Calgary, Alberta, Canada";Alvaro Herrera Mendoza;0;7;0;0;Lightweight;"KO/TKO

      

        Kicks";1;1:52;lose
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Anthony Smith;1;23;0;0;Light Heavyweight;"KO/TKO

      

        Punches";1;1:29;win
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Mauricio Rua;0;4;0;0;Light Heavyweight;"KO/TKO

      

        Punches";1;1:29;lose
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Corey Anderson;0;48;7;0;Light Heavyweight;U-DEC;3;5:00;win
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Glover Teixeira;0;20;0;1;Light Heavyweight;U-DEC;3;5:00;lose
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Abu Azaitar;0;48;1;0;Middleweight;U-DEC;3;5:00;win
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Vitor Miranda;0;19;3;1;Middleweight;U-DEC;3;5:00;lose
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Marcin Tybura;0;41;5;0;Heavyweight;U-DEC;3;5:00;win
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Stefan Struve;0;31;0;0;Heavyweight;U-DEC;3;5:00;lose
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Danny Roberts;0;45;0;1;Welterweight;S-DEC;3;5:00;win
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";David Zawada;0;33;2;5;Welterweight;S-DEC;3;5:00;lose
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Nasrat Haqparast;1;93;0;0;Lightweight;U-DEC;3;5:00;win
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Marc Diakiese;0;50;0;0;Lightweight;U-DEC;3;5:00;lose
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Damir Hadzovic;1;71;0;0;Lightweight;S-DEC;3;5:00;win
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Nick Hein;0;43;0;0;Lightweight;S-DEC;3;5:00;lose
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Bartosz Fabinski;0;35;6;0;Welterweight;U-DEC;3;5:00;win
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Emil Meek;0;21;0;1;Welterweight;U-DEC;3;5:00;lose
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Nad Narimani;0;45;6;0;Featherweight;U-DEC;3;5:00;win
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Khalid Taha;0;32;0;0;Featherweight;U-DEC;3;5:00;lose
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Aleksandar Rakic;1;104;3;0;Light Heavyweight;U-DEC;3;5:00;win
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Justin Ledet;0;12;0;0;Light Heavyweight;U-DEC;3;5:00;lose
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Manny Bermudez;1;3;0;2;Bantamweight;"SUB

      

        Triangle Choke";1;0:59;win
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Davey Grant;0;4;0;0;Bantamweight;"SUB

      

        Triangle Choke";1;0:59;lose
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Darko Stosic;0;9;0;0;Light Heavyweight;"KO/TKO

      

        Elbows";1;3:13;win
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Jeremy Kimball;0;4;0;0;Light Heavyweight;"KO/TKO

      

        Elbows";1;3:13;lose
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Pingyuan Liu;0;32;1;2;Bantamweight;U-DEC;3;5:00;win
UFC Fight Night: Shogun vs. Smith;"Date:
      
      July 22, 2018";"Location:
      

      Hamburg, Hamburg, Germany";Damian Stasiak;0;24;3;0;Bantamweight;U-DEC;3;5:00;lose
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Junior Dos Santos;0;110;0;0;Heavyweight;U-DEC;5;5:00;win
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Blagoy Ivanov;0;51;0;0;Heavyweight;U-DEC;5;5:00;lose
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Sage Northcutt;1;24;1;1;Welterweight;"KO/TKO

      

        Punch";2;3:13;win
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Zak Ottow;1;6;1;1;Welterweight;"KO/TKO

      

        Punch";2;3:13;lose
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Ricky Glenn;0;48;0;1;Featherweight;S-DEC;3;5:00;win
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Dennis Bermudez;0;42;6;0;Featherweight;S-DEC;3;5:00;lose
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Niko Price;0;12;1;0;Welterweight;"KO/TKO

      

        Punch";2;1:09;win
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Randy Brown;0;13;1;0;Welterweight;"KO/TKO

      

        Punch";2;1:09;lose
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Chad Mendes;1;17;0;0;Featherweight;"KO/TKO

      

        Punch";1;2:52;win
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Myles Jury;0;3;0;0;Featherweight;"KO/TKO

      

        Punch";1;2:52;lose
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Cat Zingano;0;33;6;0;Women's Bantamweight;U-DEC;3;5:00;win
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Marion Reneau;0;14;0;0;Women's Bantamweight;U-DEC;3;5:00;lose
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Alejandro Perez;0;53;0;0;Bantamweight;U-DEC;3;5:00;win
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Eddie Wineland;0;48;0;0;Bantamweight;U-DEC;3;5:00;lose
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Alexander Volkanovski;2;100;2;3;Featherweight;U-DEC;3;5:00;win
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Darren Elkins;0;82;1;0;Featherweight;U-DEC;3;5:00;lose
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Said Nurmagomedov;0;65;1;0;Flyweight;S-DEC;3;5:00;win
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Justin Scoggins;0;32;0;0;Flyweight;S-DEC;3;5:00;lose
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Raoni Barcelos;1;82;3;0;Featherweight;"KO/TKO

      

        Punch";3;1:29;win
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Kurt Holobaugh;0;102;1;0;Featherweight;"KO/TKO

      

        Punch";3;1:29;lose
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Liz Carmouche;0;53;3;0;Women's Flyweight;U-DEC;3;5:00;win
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Jennifer Maia;0;42;0;0;Women's Flyweight;U-DEC;3;5:00;lose
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Mark De La Rosa;0;25;2;1;Flyweight;"SUB

      

        Rear Naked Choke";2;2:00;win
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Elias Garcia;0;19;0;0;Flyweight;"SUB

      

        Rear Naked Choke";2;2:00;lose
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Jessica Aguilar;0;128;0;0;Women's Strawweight;U-DEC;3;5:00;win
UFC Fight Night: Dos Santos vs. Ivanov;"Date:
      
      July 14, 2018";"Location:
      

      Boise, Idaho, USA";Jodie Esquibel;0;81;0;0;Women's Strawweight;U-DEC;3;5:00;lose
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Daniel Cormier;1;25;0;0;Heavyweight;"KO/TKO

      

        Punches";1;4:33;win
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Stipe Miocic;0;24;1;0;Heavyweight;"KO/TKO

      

        Punches";1;4:33;lose
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Derrick Lewis;0;20;0;0;Heavyweight;U-DEC;3;5:00;win
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Francis Ngannou;0;11;0;0;Heavyweight;U-DEC;3;5:00;lose
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Mike Perry;0;62;2;0;Welterweight;S-DEC;3;5:00;win
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Paul Felder;0;56;0;0;Welterweight;S-DEC;3;5:00;lose
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Anthony Pettis;0;9;0;2;Lightweight;"SUB

      

        Triangle Choke";2;0:52;win
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Michael Chiesa;0;12;2;0;Lightweight;"SUB

      

        Triangle Choke";2;0:52;lose
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Khalil Rountree Jr.;1;9;0;0;Light Heavyweight;"KO/TKO

      

        Punches";1;1:36;win
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Gokhan Saki;0;5;0;0;Light Heavyweight;"KO/TKO

      

        Punches";1;1:36;lose
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Paulo Costa;1;75;0;0;Middleweight;"KO/TKO

      

        Punches";2;2:38;win
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Uriah Hall;0;58;0;0;Middleweight;"KO/TKO

      

        Punches";2;2:38;lose
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Raphael Assuncao;0;54;2;0;Bantamweight;U-DEC;3;5:00;win
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Rob Font;0;20;0;0;Bantamweight;U-DEC;3;5:00;lose
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Drakkar Klose;0;55;1;0;Lightweight;U-DEC;3;5:00;win
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Lando Vannata;0;50;1;0;Lightweight;U-DEC;3;5:00;lose
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Curtis Millender;0;38;1;0;Welterweight;U-DEC;3;5:00;win
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Max Griffin;0;44;1;0;Welterweight;U-DEC;3;5:00;lose
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Dan Hooker;2;22;0;1;Lightweight;"KO/TKO

      

        Punches";1;2:28;win
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Gilbert Burns;0;13;0;0;Lightweight;"KO/TKO

      

        Punches";1;2:28;lose
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Emily Whitmire;0;53;1;0;Women's Strawweight;U-DEC;3;5:00;win
UFC 226: Miocic vs. Cormier;"Date:
      
      July 07, 2018";"Location:
      

      Las Vegas, Nevada, USA";Jamie Moyle;0;50;0;0;Women's Strawweight;U-DEC;3;5:00;lose
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Israel Adesanya;0;119;0;1;Middleweight;U-DEC;5;5:00;win
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Brad Tavares;0;40;1;0;Middleweight;U-DEC;5;5:00;lose
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Michael Trizano;0;42;0;1;Lightweight;S-DEC;3;5:00;win
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Joe Giannetti;0;29;1;0;Lightweight;S-DEC;3;5:00;lose
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Brad Katona;0;71;2;0;Featherweight;U-DEC;3;5:00;win
The Ultimate Fighter: Undefeated Finale;"Date:
      
      July 06, 2018";"Location:
      

      Las Vegas, Nevada, USA";Jay Cucciniello;0;14;0;0;Featherweight;U-DEC;3;5:00;lose
